"Testament","Division","Book","Chapter","Writer","Verses (KJV)","Words (KJV)","Sentences (KJV)","Paragraphs (KJV)"
"New Testament","Revelation","66-Revelation","66-Rev-004","John","11","348","9","2"
"New Testament","Revelation","66-Revelation","66-Rev-005","John","14","435","13","2"
"New Testament","Revelation","66-Revelation","66-Rev-006","John","17","540","15","3"
"New Testament","Revelation","66-Revelation","66-Rev-007","John","17","491","25","2"
"New Testament","Revelation","66-Revelation","66-Rev-008","John","13","397","11","2"
"New Testament","Revelation","66-Revelation","66-Rev-009","John","21","592","19","2"
"New Testament","Revelation","66-Revelation","66-Rev-010","John","11","353","8","2"
"New Testament","Revelation","66-Revelation","66-Rev-011","John","19","580","19","3"
"New Testament","Revelation","66-Revelation","66-Rev-012","John","17","497","17","2"
"New Testament","Revelation","66-Revelation","66-Rev-013","John","18","538","19","2"
"New Testament","Revelation","66-Revelation","66-Rev-014","John","20","651","18","3"
"New Testament","Revelation","66-Revelation","66-Rev-015","John","8","252","8","2"
"New Testament","Revelation","66-Revelation","66-Rev-016","John","21","567","21","4"
"New Testament","Revelation","66-Revelation","66-Rev-017","John","18","522","18","3"
"New Testament","Revelation","66-Revelation","66-Rev-018","John","24","747","21","2"
"New Testament","Revelation","66-Revelation","66-Rev-019","John","21","634","23","3"
"New Testament","Revelation","66-Revelation","66-Rev-020","John","15","477","15","2"
"New Testament","Revelation","66-Revelation","66-Rev-021","John","27","749","28","2"
"New Testament","Revelation","66-Revelation","66-Rev-022","John","21","573","27","3"
